Type,Energimærke,Ejerudgift,Boligydelse,Anvendelse,Boligtype,Enhedsareal,Beboelsesareal,Værelser,Antal toiletter,Badeforhold,Antal badeværelser,Køkkenforhold,Energikode,Toiletforhold,Bygningsnummer,Ydervæg,Anvendelse,Tag,Etager,Carport,Seneste ombygning,Udhus,Boligstørrelse (BBR),Objekt status,"Boligstørrelse, tinglyst:",Afvigende etager,Boligstørrelse,Boligenhed med eget køkken,Varmeinstallation,Boligenhed uden eget køkken,Matrikelnummer,Kommunal ejerlav navn,Grundstørrelse,Lands ejerlav kode,Vejareal,Lands ejerlav navn,Primær matrikel,Ejendomsnummer,Kommunal ejerlav kode
Villa,-,1189,,Fritliggende enfamiliehus,Blandet erhverv og bolig med eget køkken,155,111,8,1,Badeværelse i enheden,1,Eget køkken med afløb,-,Vandskyllende toilet i enheden,1,Mursten,Fibercement herunder asbest,1,0,0,0,105,Bygning - stamdata,44,Bygningen har ikke afvigende etager,105,1,"Centralvarme fra eget anlæg, et-kammer fyr",0,27e,"SØNDERHÅ BY, SØN",811,711254,0,"SØNDERHÅ BY, SØNDERHÅ",J,82858,-
Rækkehus,E,1287,,"Række-, kæde- eller dobbelthus (lodret adskillelse mellem enhederne).",Egentlig beboelseslejlighed (boligenhed med eget køkken),50,50,3,1,Badeværelse i enheden,1,Eget køkken med afløb,-,Vandskyllende toilet i enheden,1,Mursten,Tegl,1,0,0,0,40,Bygning - stamdata,0,Bygningen har ikke afvigende etager,40,1,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),0,1631,RØNNE BYGRUNDE,142,2002551,0,RØNNE BYGRUNDE,J,178801,-
Helårsgrund,-,1019,,Fritliggende enfamiliehus,Egentlig beboelseslejlighed (boligenhed med eget køkken),183,183,5,1,Badeværelse i enheden,1,Eget køkken med afløb,-,Vandskyllende toilet i enheden,1,Mursten,Fibercement herunder asbest,1,0,0,14,169,Bygning - stamdata,0,Bygningen har afvigende etager,169,1,"Centralvarme fra eget anlæg, et-kammer fyr",0,12bs,RUDKØBING MARKJO,804,2004252,0,RUDKØBING MARKJORDER,N,2343,-
Villa,F,1281,,Fritliggende enfamiliehus,Egentlig beboelseslejlighed (boligenhed med eget køkken),88,88,3,1,Badeværelse i enheden,1,Eget køkken med afløb,-,Vandskyllende toilet i enheden,1,Mursten,Fibercement herunder asbest,1,0,0,0,72,Bygning - stamdata,0,Bygningen har ikke afvigende etager,72,1,"Centralvarme fra eget anlæg, et-kammer fyr",0,13dg,"BRANDSTRUP BY, V",2000,781551,0,"BRANDSTRUP BY, VINDUM",J,199476,-
Ejerlejlighed,D,3702,,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Egentlig beboelseslejlighed (boligenhed med eget køkken),84,84,3,1,Badeværelse i enheden,1,Eget køkken med afløb,400 V el fra værk,Vandskyllende toilet i enheden,2,Betonelementer,Tagpap med lille hældning,4,0,0,0,3202,Bygning - stamdata,0,Bygningen har afvigende etager,763,40,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),370,,,,,,,,,
Fritidshus,-,1362,,Sommerhus.,Sommer-/fritidsbolig,48,48,4,1,Hverken badeværelse eller adgang til badeværelse,0,Eget køkken med afløb,400 V el fra værk,Vandskyllende toilet i enheden,1,Træ,Tagpap med stor hældning,1,0,1970,0,48,Bygning - stamdata,0,Bygningen har ikke afvigende etager,48,0,"Elovne, elpaneler",0,2dp,"ÅGERUP BY, RØSNÆ",2046,180551,0,"ÅGERUP BY, RØSNÆS",J,22480,Der foreligger ingen kendt tilladelse
Andelsbolig,C,,4490,"Række-, kæde- eller dobbelthus (lodret adskillelse mellem enhederne).",Egentlig beboelseslejlighed (boligenhed med eget køkken),99,99,4,1,Badeværelse i enheden,1,Eget køkken med afløb,400 V el fra værk,Vandskyllende toilet i enheden,2,Mursten,Tegl,1,0,0,17,241,Bygning - stamdata,0,Bygningen har ikke afvigende etager,241,4,"Centralvarme fra eget anlæg, et-kammer fyr",0,309e,KORSØR MARKJORDE,8205,2001153,0,KORSØR MARKJORDER,J,6379,-
Fritidshus,-,2992,,Sommerhus.,Sommer-/fritidsbolig,80,80,3,2,Badeværelse i enheden,2,Eget køkken med afløb,400 V el fra værk,Vandskyllende toilet i enheden,4,Træ,Betontagsten,1,0,0,0,80,Bygning - stamdata,0,Bygningen har ikke afvigende etager,80,0,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),740,,,,,,,,,
Villa,D,1512,,Fritliggende enfamiliehus,Egentlig beboelseslejlighed (boligenhed med eget køkken),122,122,4,1,Badeværelse i enheden,1,Eget køkken med afløb,-,Vandskyllende toilet i enheden,1,Mursten,Fibercement herunder asbest,1,0,0,0,136,Bygning - stamdata,0,Bygningen har ikke afvigende etager,136,1,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),0,3x,"TULLEBØLLE BY, T",1075,450858,0,"TULLEBØLLE BY, TULLEBØLLE",J,10317,-
Villa,D,1328,,Fritliggende enfamiliehus,Egentlig beboelseslejlighed (boligenhed med eget køkken),138,138,4,1,Badeværelse i enheden,1,Eget køkken med afløb,-,Vandskyllende toilet i enheden,1,Mursten,Fibercement herunder asbest,1,0,0,0,138,Bygning - stamdata,0,Bygningen har ikke afvigende etager,138,1,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),0,2aa,"SEVEL BY, SEVEL",700,1240963,0,"SEVEL BY, SEVEL",J,184678,-
Fritidshus,-,1548,,Sommerhus.,Sommer-/fritidsbolig,43,43,3,1,Badeværelse i enheden,1,Eget køkken med afløb,-,Vandskyllende toilet i enheden,1,Mursten,Fibercement herunder asbest,1,0,0,0,43,Bygning - stamdata,0,Bygningen har ikke afvigende etager,43,0,"Elovne, elpaneler",0,2df,"TØRRESØ BY, KROG",222,370459,0,"TØRRESØ BY, KROGSBØLLE",J,5444,-
Ejerlejlighed,D,5021,,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Egentlig beboelseslejlighed (boligenhed med eget køkken),110,110,4,1,Badeværelse i enheden,1,Eget køkken med afløb,-,Vandskyllende toilet i enheden,1,Betonelementer,Tagpap med lille hældning,10,0,0,0,8520,Bygning - stamdata,268,Bygningen har afvigende etager,734,97,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),370,,,,,,,,,
Andelsbolig,C,,5062,"Række-, kæde- eller dobbelthus (lodret adskillelse mellem enhederne).",Egentlig beboelseslejlighed (boligenhed med eget køkken),90,90,3,1,Badeværelse i enheden,1,Eget køkken med afløb,400 V el fra værk,Vandskyllende toilet i enheden,11,Mursten,Betontagsten,1,0,0,0,180,Bygning - stamdata,0,Bygningen har ikke afvigende etager,180,2,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),0,51a,RINGSTED MARKJOR,16463,2001252,0,RINGSTED MARKJORDER,J,121453,-
Villa,D,1271,,Fritliggende enfamiliehus,Egentlig beboelseslejlighed (boligenhed med eget køkken),124,124,4,1,Badeværelse i enheden,1,Eget køkken med afløb,-,Vandskyllende toilet i enheden,1,Mursten,Fibercement herunder asbest,1,0,2000,0,84,Bygning - stamdata,0,Bygningen har ikke afvigende etager,84,1,"Centralvarme fra eget anlæg, et-kammer fyr",0,1fg,"SDR. SKOVSGÅRD,",808,580755,0,"SDR. SKOVSGÅRD, Ø. SVENSTRUP",J,64982,-
Fritidshus,-,1126,,Sommerhus.,Sommer-/fritidsbolig,77,77,5,1,Badeværelse i enheden,1,Eget køkken med afløb,-,Vandskyllende toilet i enheden,1,Metal,Fibercement uden asbest,1,0,1996,0,77,Bygning - stamdata,0,Bygningen har ikke afvigende etager,77,0,"Elovne, elpaneler",0,49am,"FRØLUNDE BY, TÅR",422,251752,0,"FRØLUNDE BY, TÅRNBORG",J,7787,-
Villa,E,1482,,Fritliggende enfamiliehus,Egentlig beboelseslejlighed (boligenhed med eget køkken),134,134,4,2,Badeværelse i enheden,1,Eget køkken med afløb,-,Vandskyllende toilet i enheden,1,Mursten,Fibercement herunder asbest,1,0,0,0,134,Bygning - stamdata,0,Bygningen har ikke afvigende etager,134,1,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),0,7nd,DEN MELLEMSTE DE,875,1230952,0,"DEN MELLEMSTE DEL, ULFBORG",J,179343,-
Villa,G,2173,,Fritliggende enfamiliehus,Egentlig beboelseslejlighed (boligenhed med eget køkken),54,54,4,1,Badeværelse i enheden,1,Eget køkken med afløb,400 V el fra værk,Vandskyllende toilet i enheden,1,Fibercement herunder asbest,Fibercement herunder asbest,1,0,1973,0,70,Bygning - stamdata,0,Bygningen har ikke afvigende etager,70,1,"Ovne (kakkelovne, kamin, brændeovne o.l.)",0,104,"KIRKE SÅBY BY, K",426,61053,0,"KIRKE SÅBY BY, KIRKE SÅBY",J,6239,Der foreligger ingen kendt tilladelse
Rækkehus,B,1309,,"Række-, kæde- eller dobbelthus (lodret adskillelse mellem enhederne).",Egentlig beboelseslejlighed (boligenhed med eget køkken),84,84,3,1,Badeværelse i enheden,1,Eget køkken med afløb,400 V el fra værk,Vandskyllende toilet i enheden,2,Mursten,Betontagsten,1,0,0,0,84,Bygning - stamdata,0,Bygningen har ikke afvigende etager,84,1,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),740,,,,,,,,,
Villa,D,1296,,Fritliggende enfamiliehus,Egentlig beboelseslejlighed (boligenhed med eget køkken),104,104,4,1,Badeværelse i enheden,1,Eget køkken med afløb,-,Vandskyllende toilet i enheden,1,Mursten,Fibercement herunder asbest,1,0,0,0,74,Bygning - stamdata,0,Bygningen har ikke afvigende etager,74,1,"Centralvarme fra eget anlæg, et-kammer fyr",0,4i,"HJERMIND BY, HJE",730,780551,0,"HJERMIND BY, HJERMIND",J,200301,-
Villa,D,1264,,Fritliggende enfamiliehus,Egentlig beboelseslejlighed (boligenhed med eget køkken),103,103,5,1,Badeværelse i enheden,1,Eget køkken med afløb,-,Vandskyllende toilet i enheden,1,Mursten,Fibercement herunder asbest,1,0,0,0,103,Bygning - stamdata,0,Bygningen har ikke afvigende etager,103,1,"Centralvarme fra eget anlæg, et-kammer fyr",0,92ba,"V. VEDSTED BY, V",904,1300852,0,"V. VEDSTED BY, V. VEDSTED",J,312482,-
Fritidshus,-,3142,,Sommerhus.,Sommer-/fritidsbolig,62,62,3,1,Badeværelse i enheden,1,Eget køkken med afløb,400 V el fra værk,Vandskyllende toilet i enheden,1,Træ,Fibercement herunder asbest,1,0,0,2,41,Bygning - stamdata,0,Bygningen har ikke afvigende etager,41,0,"Elovne, elpaneler",0,1ga,RØDBY MARKJORDER,192,2003152,0,RØDBY MARKJORDER,J,27119,-
Ejerlejlighed,C,2111,,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Egentlig beboelseslejlighed (boligenhed med eget køkken),52,52,1,1,Badeværelse i enheden,1,Eget køkken med afløb,-,Vandskyllende toilet i enheden,2,Mursten,Tagpap med lille hældning,3,0,0,0,1653,Bygning - stamdata,0,Bygningen har ikke afvigende etager,551,24,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),219,,,,,,,,,
Villa,G,1999,,Fritliggende enfamiliehus,Egentlig beboelseslejlighed (boligenhed med eget køkken),75,75,3,1,Badeværelse i enheden,1,Eget køkken med afløb,-,Vandskyllende toilet i enheden,1,Mursten,Fibercement herunder asbest,1,0,0,0,75,Bygning - stamdata,0,Bygningen har ikke afvigende etager,75,1,"Centralvarme fra eget anlæg, et-kammer fyr",0,3by,"LUMSÅS BY, HØJBY",1010,160660,0,"LUMSÅS BY, HØJBY",J,27656,-
Rækkehus,E,1646,,"Række-, kæde- eller dobbelthus (lodret adskillelse mellem enhederne).",Egentlig beboelseslejlighed (boligenhed med eget køkken),91,91,4,1,Badeværelse i enheden,1,Eget køkken med afløb,400 V el fra værk,Vandskyllende toilet i enheden,1,Mursten,Fibercement herunder asbest,1,0,0,0,57,Bygning - stamdata,0,Bygningen har ikke afvigende etager,57,1,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),0,50k,KOLDING MARKJORD,117,2006852,0,KOLDING MARKJORDER 1.AFD.,J,153285,-
Villa,D,1899,,"Række-, kæde- eller dobbelthus (lodret adskillelse mellem enhederne).",Egentlig beboelseslejlighed (boligenhed med eget køkken),80,80,3,1,Badeværelse i enheden,1,Eget køkken med afløb,400 V el fra værk,Vandskyllende toilet i enheden,1,Mursten,Tegl,1,0,1984,0,40,Bygning - stamdata,0,Bygningen har ikke afvigende etager,40,1,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),0,75iv,KALUNDBORG MARKJ,443,2000952,0,KALUNDBORG MARKJORDER,J,24774,-
Ejerlejlighed,D,1734,,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Egentlig beboelseslejlighed (boligenhed med eget køkken),56,56,2,1,Badeværelse i enheden,1,Eget køkken med afløb,-,Vandskyllende toilet i enheden,1,Mursten,Tegl,4,0,0,0,3224,Bygning - stamdata,48,Bygningen har ikke afvigende etager,806,58,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),561,,,,,,,,,
Fritidshus,-,1238,,Sommerhus.,Sommer-/fritidsbolig,87,87,4,1,Badeværelse i enheden,1,Eget køkken med afløb,-,Vandskyllende toilet i enheden,1,Træ,Andet materiale,1,0,1965,0,87,Bygning - stamdata,0,Bygningen har ikke afvigende etager,87,0,"Elovne, elpaneler",0,19bi,"BYBJERG BY, ORØ",1358,141451,0,"BYBJERG BY, ORØ",J,7216,-
Villa,E,1612,,Fritliggende enfamiliehus,Egentlig beboelseslejlighed (boligenhed med eget køkken),132,132,3,2,Badeværelse i enheden,2,Eget køkken med afløb,-,Vandskyllende toilet i enheden,1,Mursten,Betontagsten,1,0,0,0,78,Bygning - stamdata,0,Bygningen har ikke afvigende etager,78,1,"Centralvarme fra eget anlæg, et-kammer fyr",0,6o,"AIDT BY, AIDT",682,790151,0,"AIDT BY, AIDT",J,15086,-
Villa,D,1400,,Fritliggende enfamiliehus,Egentlig beboelseslejlighed (boligenhed med eget køkken),114,114,5,1,Badeværelse i enheden,1,Eget køkken med afløb,-,Vandskyllende toilet i enheden,1,Mursten,Tegl,1,0,0,0,92,Bygning - stamdata,0,Bygningen har ikke afvigende etager,92,1,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),0,1eæ,"KIRKEBY BY, AVLU",420,1190354,0,"KIRKEBY BY, AVLUM",J,900298,-
Villa,F,1570,,Fritliggende enfamiliehus,Egentlig beboelseslejlighed (boligenhed med eget køkken),236,236,7,2,Badeværelse i enheden,1,Eget køkken med afløb,-,Vandskyllende toilet i enheden,1,Mursten,Fibercement herunder asbest,1,0,0,0,174,Bygning - stamdata,0,Bygningen har ikke afvigende etager,174,1,"Centralvarme fra eget anlæg, et-kammer fyr",0,10d,"FLINTERUP BY, ST",512,180751,0,"FLINTERUP BY, ST. FUGLEDE",J,13155,-
Ejerlejlighed,D,1706,,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Egentlig beboelseslejlighed (boligenhed med eget køkken),68,68,3,1,Badeværelse i enheden,1,Eget køkken med afløb,-,Vandskyllende toilet i enheden,2,Mursten,Tegl,3,0,0,0,1440,Bygning - stamdata,60,Bygningen har ikke afvigende etager,480,24,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),615,,,,,,,,,
Villa,D,2101,,Fritliggende enfamiliehus,Egentlig beboelseslejlighed (boligenhed med eget køkken),116,116,4,1,Badeværelse i enheden,1,Eget køkken med afløb,-,Vandskyllende toilet i enheden,1,Mursten,Betontagsten,1,0,0,0,116,Bygning - stamdata,0,Bygningen har ikke afvigende etager,116,1,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),0,31cæ,"NR. ALSLEV BY, N",914,510751,0,"NR. ALSLEV BY, NR. ALSLEV",J,16908,-
Fritidshus,-,1324,,Sommerhus.,Sommer-/fritidsbolig,62,62,5,1,Badeværelse i enheden,1,Eget køkken med afløb,-,Vandskyllende toilet i enheden,1,Træ,Tagpap med stor hældning,1,0,2001,0,62,Bygning - stamdata,0,Bygningen har ikke afvigende etager,62,1,"Elovne, elpaneler",0,15ca,"HØNSINGE BY, VIG",1224,161153,0,"HØNSINGE BY, VIG",J,35712,Der foreligger ingen kendt tilladelse
Villa,C,1889,,Fritliggende enfamiliehus,Egentlig beboelseslejlighed (boligenhed med eget køkken),200,200,8,2,Badeværelse i enheden,1,Eget køkken med afløb,-,Vandskyllende toilet i enheden,1,Mursten,Tegl,1,0,0,0,124,Bygning - stamdata,0,Bygningen har ikke afvigende etager,124,1,Varmepumpe,0,143,"HOPTRUP EJERLAV,",1132,1420552,0,"HOPTRUP EJERLAV, HOPTRUP",J,6042,-
Fritidshus,-,1234,,Sommerhus.,Sommer-/fritidsbolig,95,95,3,1,Badeværelse i enheden,1,Eget køkken med afløb,400 V el fra værk,Vandskyllende toilet i enheden,1,Bindingsværk,Stråtag,1,0,1982,0,70,Bygning - stamdata,0,Bygningen har ikke afvigende etager,70,0,"Elovne, elpaneler",0,10n,"VINDEBY BY, VIND",606,491252,0,"VINDEBY BY, VINDEBY",J,18848,Der foreligger ingen kendt tilladelse
Villa,D,1528,,Fritliggende enfamiliehus,Egentlig beboelseslejlighed (boligenhed med eget køkken),103,103,4,1,Badeværelse i enheden,1,Eget køkken med afløb,-,Vandskyllende toilet i enheden,1,Mursten,Fibercement herunder asbest,1,0,0,0,64,Bygning - stamdata,0,Bygningen har ikke afvigende etager,64,1,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),0,10kd,"KOLIND BY, KOLIN",624,970952,0,"KOLIND BY, KOLIND",J,17319,-
Villa,D,1704,,Fritliggende enfamiliehus,Egentlig beboelseslejlighed (boligenhed med eget køkken),110,110,4,1,Badeværelse i enheden,1,Eget køkken med afløb,-,Vandskyllende toilet i enheden,1,Mursten,Tagpap med lille hældning,1,0,0,0,110,Bygning - stamdata,0,Bygningen har ikke afvigende etager,110,1,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),0,8dm,"BREDSTRUP, GRENA",715,2005853,0,"BREDSTRUP, GRENAA JORDER",J,16655,-
Villa,D,1525,,Fritliggende enfamiliehus,Egentlig beboelseslejlighed (boligenhed med eget køkken),151,151,5,2,Badeværelse i enheden,1,Eget køkken med afløb,-,Vandskyllende toilet i enheden,1,Mursten,Fibercement herunder asbest,1,0,0,0,151,Bygning - stamdata,0,Bygningen har ikke afvigende etager,151,1,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),0,1oæ,NØRAGERGÅRD HGD.,1079,670252,0,"NØRAGERGÅRD HGD., DURUP",J,12794,-
Villa,E,1605,,Fritliggende enfamiliehus,Egentlig beboelseslejlighed (boligenhed med eget køkken),90,90,3,1,Badeværelse i enheden,1,Eget køkken med afløb,-,Vandskyllende toilet i enheden,1,Mursten,Fibercement herunder asbest,1,0,0,0,90,Bygning - stamdata,0,Bygningen har ikke afvigende etager,90,1,"Centralvarme fra eget anlæg, et-kammer fyr",0,30bk,"HATTING BY, HATT",735,1110352,72,"HATTING BY, HATTING",J,36250,-
Villa,D,1833,,Fritliggende enfamiliehus,Egentlig beboelseslejlighed (boligenhed med eget køkken),225,225,9,2,Badeværelse i enheden,2,Eget køkken med afløb,-,Vandskyllende toilet i enheden,1,Mursten,Fibercement herunder asbest,1,0,1972,0,125,Bygning - stamdata,0,Bygningen har ikke afvigende etager,125,1,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),0,65o,"HORNE BY, HIRTSH",901,541951,0,"HORNE BY, HIRTSHALS",J,4301,-
Rækkehus,C,1281,,Dobbelthus,Egentlig beboelseslejlighed (boligenhed med eget køkken),85,85,3,1,Badeværelse i enheden,1,Eget køkken med afløb,400 V el fra værk,Vandskyllende toilet i enheden,2,Mursten,Fibercement herunder asbest,1,0,0,0,206,Bygning - stamdata,0,Bygningen har ikke afvigende etager,206,2,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),615,,,,,,,,,
Villa,D,1989,,Fritliggende enfamiliehus,Egentlig beboelseslejlighed (boligenhed med eget køkken),118,118,4,1,Badeværelse i enheden,1,Eget køkken med afløb,400 V el fra værk,Vandskyllende toilet i enheden,1,Mursten,Tegl,1,0,1991,0,118,Bygning - stamdata,0,Bygningen har ikke afvigende etager,118,1,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),0,54n,ASSENS MARKJORDE,900,2003452,0,ASSENS MARKJORDER,J,4267,-
Fritidshus,-,1812,,Sommerhus.,Sommer-/fritidsbolig,76,76,5,1,Badeværelse i enheden,1,Eget køkken med afløb,400 V el fra værk,Vandskyllende toilet i enheden,1,Træ,Fibercement herunder asbest,1,0,0,6,82,Bygning - stamdata,0,Bygningen har ikke afvigende etager,82,0,"Elovne, elpaneler",0,4æ,"BØNNERUP BY, HEM",1204,940951,0,"BØNNERUP BY, HEMMED",J,105361,Der foreligger tilladelse
Villa,D,1721,,Fritliggende enfamiliehus,Egentlig beboelseslejlighed (boligenhed med eget køkken),106,106,4,1,Badeværelse i enheden,1,Eget køkken med afløb,-,Vandskyllende toilet i enheden,1,Mursten,Fibercement herunder asbest,1,0,1986,0,134,Bygning - stamdata,0,Bygningen har ikke afvigende etager,134,1,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),0,36c,SÆBY MARKJORDER,840,2004952,0,SÆBY MARKJORDER,J,187293,-
Villa,E,1878,,Fritliggende enfamiliehus,Egentlig beboelseslejlighed (boligenhed med eget køkken),137,137,5,1,Badeværelse i enheden,1,Eget køkken med afløb,-,Vandskyllende toilet i enheden,1,Mursten,Fibercement herunder asbest,1,0,1974,0,154,Bygning - stamdata,0,Bygningen har ikke afvigende etager,154,1,"Centralvarme fra eget anlæg, et-kammer fyr",0,13k,"HØRNING BY, HØRN",1213,930753,0,"HØRNING BY, HØRNING",J,35492,-
